nCPUs,expN,Execution Time
1.0,0,3.8783509731292725
1.0,1,2.5452070236206055
1.0,2,2.436777114868164
1.0,3,2.517777442932129
1.0,4,2.454073667526245
1.0,5,2.443768262863159
1.0,6,2.5002119541168213
1.0,7,2.3930604457855225
1.0,8,2.5613598823547363
1.0,9,2.3964850902557373
1.0,10,2.6489880084991455
1.0,11,2.85666823387146
1.0,12,2.22257924079895
1.0,13,2.2167165279388428
1.0,14,2.2277345657348633
1.0,15,2.2499756813049316
1.0,16,2.95924973487854
1.0,17,2.8272457122802734
1.0,18,2.223938465118408
1.0,19,2.2482717037200928
1.0,20,2.266207695007324
1.0,21,2.723104238510132
1.0,22,3.1609249114990234
1.0,23,2.1894235610961914
1.0,24,2.2737765312194824
1.0,25,2.1725783348083496
1.0,26,2.2545089721679688
1.0,27,2.207119941711426
1.0,28,2.2255067825317383
1.0,29,2.269993305206299
1.0,30,2.733193874359131
1.0,31,2.8880724906921387
1.0,32,2.197869062423706
1.0,33,3.0501511096954346
1.0,34,2.8642754554748535
1.0,35,2.226360559463501
1.0,36,2.249530076980591
1.0,37,2.210327386856079
1.0,38,2.237013578414917
1.0,39,2.18233323097229
1.0,40,2.193575143814087
1.0,41,2.7496085166931152
1.0,42,3.0430617332458496
1.0,43,2.2280776500701904
1.0,44,2.2520525455474854
1.0,45,2.236807107925415
1.0,46,2.254796028137207
1.0,47,2.1990480422973633
1.0,48,2.2584855556488037
1.0,49,2.2649588584899902
1.0,50,2.237919807434082
1.0,51,2.202085494995117
1.0,52,2.2645323276519775
1.0,53,2.2450783252716064
1.0,54,2.196929454803467
1.0,55,2.191460609436035
1.0,56,2.1815297603607178
1.0,57,2.0345020294189453
1.0,58,1.9730477333068848
1.0,59,1.9410006999969482
1.0,60,1.9535369873046875
1.0,61,1.9201405048370361
1.0,62,1.9009709358215332
1.0,63,1.8825955390930176
1.0,64,2.792271137237549
1.0,65,2.8680806159973145
1.0,66,2.3137857913970947
1.0,67,2.219419240951538
1.0,68,2.329646348953247
1.0,69,2.157597064971924
1.0,70,2.253605365753174
1.0,71,2.2552378177642822
1.0,72,2.212937355041504
1.0,73,2.7355077266693115
1.0,74,2.8846282958984375
1.0,75,2.6460864543914795
1.0,76,2.8344969749450684
1.0,77,2.190213441848755
1.0,78,2.2936737537384033
1.0,79,2.2223639488220215
1.0,80,2.211405038833618
1.0,81,2.1765244007110596
1.0,82,3.0727052688598633
1.0,83,2.8318393230438232
1.0,84,2.1974453926086426
1.0,85,2.3266069889068604
1.0,86,2.212894916534424
1.0,87,2.23569393157959
1.0,88,2.2701704502105713
1.0,89,2.194201946258545
1.0,90,2.210437536239624
1.0,91,2.3513479232788086
1.0,92,2.704711675643921
1.0,93,2.197887420654297
1.0,94,3.149862051010132
1.0,95,2.6518023014068604
1.0,96,2.8473410606384277
1.0,97,2.3146579265594482
1.0,98,2.185885190963745
1.0,99,2.21826434135437
0.75,0,3.0305979251861572
0.75,1,2.8053267002105713
0.75,2,2.347259044647217
0.75,3,2.311401605606079
0.75,4,2.288076400756836
0.75,5,2.2191267013549805
0.75,6,2.2537808418273926
0.75,7,2.272493362426758
0.75,8,2.2453064918518066
0.75,9,2.1758389472961426
0.75,10,2.279022455215454
0.75,11,2.1854281425476074
0.75,12,2.2139034271240234
0.75,13,2.7058112621307373
0.75,14,2.0283045768737793
0.75,15,2.924546003341675
0.75,16,2.256748914718628
0.75,17,2.377391815185547
0.75,18,2.4074645042419434
0.75,19,2.1186821460723877
0.75,20,2.8355252742767334
0.75,21,2.832937240600586
0.75,22,2.2374320030212402
0.75,23,2.3052477836608887
0.75,24,2.202953815460205
0.75,25,2.2038211822509766
0.75,26,2.209712266921997
0.75,27,2.772848606109619
0.75,28,2.7372195720672607
0.75,29,2.1689374446868896
0.75,30,2.26387095451355
0.75,31,2.2265512943267822
0.75,32,2.1675353050231934
0.75,33,2.8190228939056396
0.75,34,2.8282718658447266
0.75,35,2.2450830936431885
0.75,36,2.205498456954956
0.75,37,2.1643941402435303
0.75,38,2.2414374351501465
0.75,39,2.241297721862793
0.75,40,2.276430606842041
0.75,41,2.2384767532348633
0.75,42,2.239515781402588
0.75,43,2.2988901138305664
0.75,44,2.2692410945892334
0.75,45,2.15804123878479
0.75,46,2.184966802597046
0.75,47,2.3062944412231445
0.75,48,2.189957857131958
0.75,49,2.2686946392059326
0.75,50,2.681175947189331
0.75,51,2.8535196781158447
0.75,52,2.2231826782226562
0.75,53,2.210568428039551
0.75,54,2.175306797027588
0.75,55,2.1819660663604736
0.75,56,2.054400682449341
0.75,57,2.092817783355713
0.75,58,1.9705910682678223
0.75,59,1.95261812210083
0.75,60,3.0504677295684814
0.75,61,2.8304526805877686
0.75,62,2.209662914276123
0.75,63,2.2750749588012695
0.75,64,2.132288694381714
0.75,65,2.200526237487793
0.75,66,2.6863059997558594
0.75,67,2.168790340423584
0.75,68,2.824559211730957
0.75,69,2.266608715057373
0.75,70,2.9445064067840576
0.75,71,2.094050645828247
0.75,72,2.7543749809265137
0.75,73,2.266737461090088
0.75,74,2.778733491897583
0.75,75,2.859746217727661
0.75,76,2.1745097637176514
0.75,77,2.2172820568084717
0.75,78,2.1738016605377197
0.75,79,2.194472312927246
0.75,80,2.2477867603302
0.75,81,2.8848493099212646
0.75,82,2.941601514816284
0.75,83,2.1642162799835205
0.75,84,2.1742665767669678
0.75,85,2.230421543121338
0.75,86,2.7582671642303467
0.75,87,2.957434892654419
0.75,88,2.187432289123535
0.75,89,2.2375805377960205
0.75,90,2.1727232933044434
0.75,91,2.1751856803894043
0.75,92,2.2905359268188477
0.75,93,2.1615471839904785
0.75,94,2.3381330966949463
0.75,95,2.2138891220092773
0.75,96,2.1308891773223877
0.75,97,2.2066802978515625
0.75,98,2.175302028656006
0.75,99,2.7145252227783203
0.5,0,5.0506205558776855
0.5,1,3.728729009628296
0.5,2,3.4423842430114746
0.5,3,2.6594371795654297
0.5,4,2.483711004257202
0.5,5,2.621830463409424
0.5,6,2.363823413848877
0.5,7,2.5045547485351562
0.5,8,2.3865854740142822
0.5,9,2.4656076431274414
0.5,10,2.3815431594848633
0.5,11,2.4897806644439697
0.5,12,2.2546234130859375
0.5,13,2.5577917098999023
0.5,14,2.4483320713043213
0.5,15,2.276151418685913
0.5,16,3.2565555572509766
0.5,17,3.560046434402466
0.5,18,2.583782434463501
0.5,19,3.8978636264801025
0.5,20,3.4767954349517822
0.5,21,2.608546018600464
0.5,22,2.437030792236328
0.5,23,2.591521978378296
0.5,24,2.347038745880127
0.5,25,2.5320193767547607
0.5,26,2.3780221939086914
0.5,27,7.328068971633911
0.5,28,3.8636951446533203
0.5,29,3.6052663326263428
0.5,30,2.775181293487549
0.5,31,3.5526328086853027
0.5,32,2.7407467365264893
0.5,33,3.3786847591400146
0.5,34,3.45617413520813
0.5,35,2.2978672981262207
0.5,36,2.4196131229400635
0.5,37,2.363157033920288
0.5,38,2.4192159175872803
0.5,39,2.522855043411255
0.5,40,2.5322725772857666
0.5,41,2.555201768875122
0.5,42,2.5543055534362793
0.5,43,2.403993844985962
0.5,44,2.4129209518432617
0.5,45,2.386864185333252
0.5,46,2.4178779125213623
0.5,47,2.468965768814087
0.5,48,2.34765625
0.5,49,2.2762906551361084
0.5,50,2.338655948638916
0.5,51,2.4030327796936035
0.5,52,7.119217395782471
0.5,53,3.8624377250671387
0.5,54,2.9005837440490723
0.5,55,2.6299734115600586
0.5,56,2.6927685737609863
0.5,57,2.640082836151123
0.5,58,7.547361612319946
0.5,59,3.556183338165283
0.5,60,2.7724339962005615
0.5,61,3.4291605949401855
0.5,62,3.6460299491882324
0.5,63,3.506929397583008
0.5,64,3.4364430904388428
0.5,65,2.644054651260376
0.5,66,2.6352362632751465
0.5,67,2.629349946975708
0.5,68,2.595536470413208
0.5,69,2.5898969173431396
0.5,70,2.6277191638946533
0.5,71,2.6587789058685303
0.5,72,2.4735307693481445
0.5,73,2.665191888809204
0.5,74,2.6311426162719727
0.5,75,2.5550694465637207
0.5,76,2.3533527851104736
0.5,77,2.293386220932007
0.5,78,2.3624086380004883
0.5,79,3.3140804767608643
0.5,80,3.4724483489990234
0.5,81,2.3333067893981934
0.5,82,3.283282995223999
0.5,83,3.278625249862671
0.5,84,2.526820421218872
0.5,85,3.379361867904663
0.5,86,3.519228458404541
0.5,87,2.6316778659820557
0.5,88,2.618393659591675
0.5,89,2.6209986209869385
0.5,90,2.5940093994140625
0.5,91,2.7281343936920166
0.5,92,2.6174890995025635
0.5,93,2.735414743423462
0.5,94,2.365309476852417
0.5,95,2.727738618850708
0.5,96,2.598116874694824
0.5,97,3.4492955207824707
0.5,98,2.568728446960449
0.5,99,3.519477605819702
